id_progreso_modulo,id_inscripcion,id_modulo,estado_modulo,porcentaje_avance_modulo,fecha_actualizacion
133,26,2,en_progreso,10,2026-09-21
134,26,3,no_iniciado,0,2026-07-26
135,26,4,no_iniciado,0,2026-07-26
136,27,5,abandonado,10,2026-09-20
137,27,6,no_iniciado,0,2026-08-16
138,27,7,no_iniciado,0,2026-08-16
139,27,8,no_iniciado,0,2026-08-16
140,28,17,completado,100,2026-09-17
141,28,18,abandonado,49.77,2026-09-21
142,28,19,no_iniciado,0,2026-07-20
143,28,20,no_iniciado,0,2026-07-20
144,29,13,abandonado,71.12,2026-09-21
145,29,14,no_iniciado,0,2026-09-09
146,29,15,no_iniciado,0,2026-09-09
147,29,16,no_iniciado,0,2026-09-09
148,30,13,abandonado,68.91,2026-09-21
149,30,14,no_iniciado,0,2026-09-08
150,30,15,no_iniciado,0,2026-09-08
151,30,16,no_iniciado,0,2026-09-08
152,31,5,en_progreso,55.81,2026-09-20
153,31,6,no_iniciado,0,2026-05-02
154,31,7,no_iniciado,0,2026-05-02
155,31,8,no_iniciado,0,2026-05-02
156,32,56,en_progreso,95,2026-09-21
157,32,57,no_iniciado,0,2026-09-04
158,32,58,no_iniciado,0,2026-09-04
159,32,59,no_iniciado,0,2026-09-04
160,32,60,no_iniciado,0,2026-09-04
161,33,32,completado,100,2026-09-17
162,33,33,abandonado,95,2026-09-21
163,33,34,no_iniciado,0,2026-05-16
164,33,35,no_iniciado,0,2026-05-16
165,33,36,no_iniciado,0,2026-05-16
166,33,37,no_iniciado,0,2026-05-16
167,34,38,en_progreso,95,2026-09-21
168,34,39,no_iniciado,0,2026-07-29
169,34,40,no_iniciado,0,2026-07-29
170,34,41,no_iniciado,0,2026-07-29
171,34,42,no_iniciado,0,2026-07-29
172,34,43,no_iniciado,0,2026-07-29
173,35,9,en_progreso,76,2026-09-21
174,35,10,no_iniciado,0,2026-05-30
175,35,11,no_iniciado,0,2026-05-30
176,35,12,no_iniciado,0,2026-05-30
177,36,32,completado,100,2026-09-19
178,36,33,en_progreso,95,2026-09-21
179,36,34,no_iniciado,0,2026-08-06
180,36,35,no_iniciado,0,2026-08-06
181,36,36,no_iniciado,0,2026-08-06
182,36,37,no_iniciado,0,2026-08-06
183,37,38,completado,100,2026-09-20
184,37,39,en_progreso,10,2026-09-21
185,37,40,no_iniciado,0,2026-06-22
186,37,41,no_iniciado,0,2026-06-22
187,37,42,no_iniciado,0,2026-06-22
188,37,43,no_iniciado,0,2026-06-22
189,38,9,completado,100,2026-09-21
190,38,10,no_iniciado,0,2026-08-26
191,38,11,no_iniciado,0,2026-08-26
192,38,12,no_iniciado,0,2026-08-26
193,39,38,completado,100,2026-09-20
194,39,39,en_progreso,34.23,2026-09-21
195,39,40,no_iniciado,0,2026-07-21
196,39,41,no_iniciado,0,2026-07-21
197,39,42,no_iniciado,0,2026-07-21
198,39,43,no_iniciado,0,2026-07-21
199,40,44,en_progreso,62.53,2026-09-21
200,40,45,no_iniciado,0,2026-07-31
201,40,46,no_iniciado,0,2026-07-31
202,40,47,no_iniciado,0,2026-07-31
203,40,48,no_iniciado,0,2026-07-31
204,40,49,no_iniciado,0,2026-07-31
205,41,13,en_progreso,10,2026-09-20
206,41,14,no_iniciado,0,2026-07-02
207,41,15,no_iniciado,0,2026-07-02
208,41,16,no_iniciado,0,2026-07-02
209,42,38,abandonado,53.79,2026-09-19
210,42,39,no_iniciado,0,2026-06-19
211,42,40,no_iniciado,0,2026-06-19
212,42,41,no_iniciado,0,2026-06-19
213,42,42,no_iniciado,0,2026-06-19
214,42,43,no_iniciado,0,2026-06-19
215,43,56,completado,100,2026-09-18
216,43,57,completado,100,2026-09-19
217,43,58,en_progreso,10,2026-09-21
218,43,59,no_iniciado,0,2026-05-23
219,43,60,no_iniciado,0,2026-05-23
220,44,13,completado,100,2026-09-19
221,44,14,en_progreso,10,2026-09-21
222,44,15,no_iniciado,0,2026-07-18
223,44,16,no_iniciado,0,2026-07-18
224,45,17,abandonado,43.04,2026-09-20
225,45,18,no_iniciado,0,2026-08-01
226,45,19,no_iniciado,0,2026-08-01
227,45,20,no_iniciado,0,2026-08-01
228,46,50,completado,100,2026-09-20
229,46,51,en_progreso,10,2026-09-21
230,46,52,no_iniciado,0,2026-06-25
231,46,53,no_iniciado,0,2026-06-25
232,46,54,no_iniciado,0,2026-06-25
233,46,55,no_iniciado,0,2026-06-25
234,47,56,completado,100,2026-09-19
235,47,57,completado,100,2026-09-20
236,47,58,no_iniciado,0,2026-08-04
237,47,59,no_iniciado,0,2026-08-04
238,47,60,no_iniciado,0,2026-08-04
239,48,32,completado,100,2026-09-20
240,48,33,en_progreso,10,2026-09-21
241,48,34,no_iniciado,0,2026-06-27
242,48,35,no_iniciado,0,2026-06-27
243,48,36,no_iniciado,0,2026-06-27
244,48,37,no_iniciado,0,2026-06-27
245,49,38,completado,100,2026-09-21
246,49,39,abandonado,10,2026-09-21
247,49,40,no_iniciado,0,2026-08-29
248,49,41,no_iniciado,0,2026-08-29
249,49,42,no_iniciado,0,2026-08-29
250,49,43,no_iniciado,0,2026-08-29
251,50,5,completado,100,2026-09-20
252,50,6,completado,100,2026-09-21
253,50,7,no_iniciado,0,2026-09-06
254,50,8,no_iniciado,0,2026-09-06
255,51,13,en_progreso,28.55,2026-09-19
256,51,14,no_iniciado,0,2026-08-30
257,51,15,no_iniciado,0,2026-08-30
258,51,16,no_iniciado,0,2026-08-30
259,52,5,en_progreso,45.06,2026-09-20
260,52,6,no_iniciado,0,2026-08-22
261,52,7,no_iniciado,0,2026-08-22
262,52,8,no_iniciado,0,2026-08-22
263,53,1,completado,100,2026-09-17
264,53,2,completado,100,2026-09-19
265,53,3,no_iniciado,0,2026-09-01
266,53,4,no_iniciado,0,2026-09-01
267,54,44,completado,100,2026-09-18
268,54,45,completado,100,2026-09-20
269,54,46,completado,100,2026-09-21
270,54,47,no_iniciado,0,2026-06-10
271,54,48,no_iniciado,0,2026-06-10
272,54,49,no_iniciado,0,2026-06-10
273,55,13,abandonado,63.98,2026-09-18
274,55,14,no_iniciado,0,2026-08-16
275,55,15,no_iniciado,0,2026-08-16
276,55,16,no_iniciado,0,2026-08-16
277,56,44,completado,100,2026-09-19
278,56,45,en_progreso,10,2026-09-19
279,56,46,no_iniciado,0,2026-07-23
280,56,47,no_iniciado,0,2026-07-23
281,56,48,no_iniciado,0,2026-07-23
282,56,49,no_iniciado,0,2026-07-23
283,57,56,completado,100,2026-09-20
284,57,57,en_progreso,10,2026-09-21
285,57,58,no_iniciado,0,2026-05-27
286,57,59,no_iniciado,0,2026-05-27
287,57,60,no_iniciado,0,2026-05-27
288,58,5,completado,100,2026-09-18
289,58,6,abandonado,10,2026-09-20
290,58,7,no_iniciado,0,2026-06-06
291,58,8,no_iniciado,0,2026-06-06
292,59,50,abandonado,10,2026-09-17
293,59,51,no_iniciado,0,2026-06-13
294,59,52,no_iniciado,0,2026-06-13
295,59,53,no_iniciado,0,2026-06-13
296,59,54,no_iniciado,0,2026-06-13
297,59,55,no_iniciado,0,2026-06-13
298,60,1,completado,100,2026-09-20
299,60,2,en_progreso,31.5,2026-09-21
300,60,3,no_iniciado,0,2026-08-06
301,60,4,no_iniciado,0,2026-08-06
302,61,13,completado,100,2026-09-20
303,61,14,en_progreso,28.55,2026-09-21
304,61,15,no_iniciado,0,2026-06-16
305,61,16,no_iniciado,0,2026-06-16
306,62,1,completado,100,2026-09-18
307,62,2,en_progreso,10,2026-09-20
308,62,3,no_iniciado,0,2026-06-02
309,62,4,no_iniciado,0,2026-06-02
310,63,5,completado,100,2026-09-19
311,63,6,en_progreso,68.39,2026-09-21
312,63,7,no_iniciado,0,2026-06-16
313,63,8,no_iniciado,0,2026-06-16
314,64,38,completado,100,2026-09-21
315,64,39,en_progreso,27.42,2026-09-21
316,64,40,no_iniciado,0,2026-06-15
317,64,41,no_iniciado,0,2026-06-15
318,64,42,no_iniciado,0,2026-06-15
319,64,43,no_iniciado,0,2026-06-15
320,65,17,abandonado,40.04,2026-09-21
321,65,18,no_iniciado,0,2026-09-03
322,65,19,no_iniciado,0,2026-09-03
323,65,20,no_iniciado,0,2026-09-03
324,66,32,completado,100,2026-09-20
325,66,33,no_iniciado,0,2026-05-30
326,66,34,no_iniciado,0,2026-05-30
327,66,35,no_iniciado,0,2026-05-30
328,66,36,no_iniciado,0,2026-05-30
329,66,37,no_iniciado,0,2026-05-30
330,67,13,abandonado,59.51,2026-09-21
331,67,14,no_iniciado,0,2026-09-01
332,67,15,no_iniciado,0,2026-09-01
333,67,16,no_iniciado,0,2026-09-01
334,68,38,en_progreso,80.21,2026-09-21
335,68,39,no_iniciado,0,2026-09-03
336,68,40,no_iniciado,0,2026-09-03
337,68,41,no_iniciado,0,2026-09-03
338,68,42,no_iniciado,0,2026-09-03
339,68,43,no_iniciado,0,2026-09-03
340,69,56,abandonado,10,2026-09-19
341,69,57,no_iniciado,0,2026-07-23
342,69,58,no_iniciado,0,2026-07-23
343,69,59,no_iniciado,0,2026-07-23
344,69,60,no_iniciado,0,2026-07-23
345,70,44,en_progreso,41.8,2026-09-21
346,70,45,no_iniciado,0,2026-06-20
347,70,46,no_iniciado,0,2026-06-20
348,70,47,no_iniciado,0,2026-06-20
349,70,48,no_iniciado,0,2026-06-20
350,70,49,no_iniciado,0,2026-06-20
351,71,32,en_progreso,40.64,2026-09-20
352,71,33,no_iniciado,0,2026-07-22
353,71,34,no_iniciado,0,2026-07-22
354,71,35,no_iniciado,0,2026-07-22
355,71,36,no_iniciado,0,2026-07-22
356,71,37,no_iniciado,0,2026-07-22
357,72,13,completado,100,2026-09-17
358,72,14,en_progreso,49.81,2026-09-21
359,72,15,no_iniciado,0,2026-06-26
360,72,16,no_iniciado,0,2026-06-26
361,73,28,completado,100,2026-09-17
362,73,29,en_progreso,10,2026-09-18
363,73,30,no_iniciado,0,2026-08-06
364,73,31,no_iniciado,0,2026-08-06
365,74,13,completado,100,2026-09-21
366,74,14,no_iniciado,0,2026-09-07
367,74,15,no_iniciado,0,2026-09-07
368,74,16,no_iniciado,0,2026-09-07
369,75,5,completado,100,2026-09-20
370,75,6,en_progreso,27.7,2026-09-21
371,75,7,no_iniciado,0,2026-06-12
372,75,8,no_iniciado,0,2026-06-12
373,76,28,abandonado,54.42,2026-09-19
374,76,29,no_iniciado,0,2026-06-14
375,76,30,no_iniciado,0,2026-06-14
376,76,31,no_iniciado,0,2026-06-14
377,77,21,completado,100,2026-09-19
378,77,22,en_progreso,40.84,2026-09-21
379,77,23,no_iniciado,0,2026-05-13
380,77,24,no_iniciado,0,2026-05-13
381,77,25,no_iniciado,0,2026-05-13
382,77,26,no_iniciado,0,2026-05-13
383,77,27,no_iniciado,0,2026-05-13
384,78,56,abandonado,66.58,2026-09-19
385,78,57,no_iniciado,0,2026-08-09
386,78,58,no_iniciado,0,2026-08-09
387,78,59,no_iniciado,0,2026-08-09
388,78,60,no_iniciado,0,2026-08-09
389,79,32,completado,100,2026-09-18
390,79,33,en_progreso,60.16,2026-09-21
391,79,34,no_iniciado,0,2026-08-29
392,79,35,no_iniciado,0,2026-08-29
393,79,36,no_iniciado,0,2026-08-29
394,79,37,no_iniciado,0,2026-08-29
395,80,1,en_progreso,95,2026-09-21
396,80,2,no_iniciado,0,2026-08-03
397,80,3,no_iniciado,0,2026-08-03
398,80,4,no_iniciado,0,2026-08-03
399,81,50,abandonado,95,2026-09-20
400,81,51,no_iniciado,0,2026-07-02
401,81,52,no_iniciado,0,2026-07-02
402,81,53,no_iniciado,0,2026-07-02
403,81,54,no_iniciado,0,2026-07-02
404,81,55,no_iniciado,0,2026-07-02
405,82,56,en_progreso,62.14,2026-09-21
406,82,57,no_iniciado,0,2026-07-05
407,82,58,no_iniciado,0,2026-07-05
408,82,59,no_iniciado,0,2026-07-05
409,82,60,no_iniciado,0,2026-07-05
410,83,5,completado,100,2026-09-20
411,83,6,en_progreso,30.99,2026-09-20
412,83,7,no_iniciado,0,2026-06-26
413,83,8,no_iniciado,0,2026-06-26
414,84,28,en_progreso,47.1,2026-09-21
415,84,29,no_iniciado,0,2026-05-18
416,84,30,no_iniciado,0,2026-05-18
417,84,31,no_iniciado,0,2026-05-18
418,85,21,abandonado,87.41,2026-09-20
419,85,22,no_iniciado,0,2026-06-15
420,85,23,no_iniciado,0,2026-06-15
421,85,24,no_iniciado,0,2026-06-15
422,85,25,no_iniciado,0,2026-06-15
423,85,26,no_iniciado,0,2026-06-15
424,85,27,no_iniciado,0,2026-06-15
425,86,5,en_progreso,44.18,2026-09-21
426,86,6,no_iniciado,0,2026-04-28
427,86,7,no_iniciado,0,2026-04-28
428,86,8,no_iniciado,0,2026-04-28
429,87,13,abandonado,86.97,2026-09-21
430,87,14,no_iniciado,0,2026-06-14
431,87,15,no_iniciado,0,2026-06-14
432,87,16,no_iniciado,0,2026-06-14
433,88,13,en_progreso,82.19,2026-09-21
434,88,14,no_iniciado,0,2026-09-05
435,88,15,no_iniciado,0,2026-09-05
436,88,16,no_iniciado,0,2026-09-05
437,89,32,abandonado,10,2026-09-17
438,89,33,no_iniciado,0,2026-05-05
439,89,34,no_iniciado,0,2026-05-05
440,89,35,no_iniciado,0,2026-05-05
441,89,36,no_iniciado,0,2026-05-05
442,89,37,no_iniciado,0,2026-05-05
443,90,9,completado,100,2026-09-19
444,90,10,en_progreso,61.14,2026-09-21
445,90,11,no_iniciado,0,2026-06-26
446,90,12,no_iniciado,0,2026-06-26
447,91,28,completado,100,2026-09-19
448,91,29,en_progreso,51.63,2026-09-21
449,91,30,no_iniciado,0,2026-07-14
450,91,31,no_iniciado,0,2026-07-14
451,92,17,en_progreso,31.85,2026-09-21
452,92,18,no_iniciado,0,2026-08-25
453,92,19,no_iniciado,0,2026-08-25
454,92,20,no_iniciado,0,2026-08-25
455,93,13,en_progreso,95,2026-09-21
456,93,14,no_iniciado,0,2026-06-08
457,93,15,no_iniciado,0,2026-06-08
458,93,16,no_iniciado,0,2026-06-08
459,94,5,en_progreso,57.85,2026-09-21
460,94,6,no_iniciado,0,2026-09-12
461,94,7,no_iniciado,0,2026-09-12
462,94,8,no_iniciado,0,2026-09-12
463,95,38,abandonado,10,2026-09-19
464,95,39,no_iniciado,0,2026-07-22
465,95,40,no_iniciado,0,2026-07-22
466,95,41,no_iniciado,0,2026-07-22
467,95,42,no_iniciado,0,2026-07-22
468,95,43,no_iniciado,0,2026-07-22
469,96,5,completado,100,2026-09-17
470,96,6,completado,100,2026-09-17
471,96,7,completado,100,2026-09-19
472,96,8,abandonado,51.56,2026-09-21
473,97,50,completado,100,2026-09-17
474,97,51,completado,100,2026-09-20
475,97,52,en_progreso,47.35,2026-09-21
476,97,53,no_iniciado,0,2026-05-29
477,97,54,no_iniciado,0,2026-05-29
478,97,55,no_iniciado,0,2026-05-29
479,98,1,completado,100,2026-09-21
480,98,2,no_iniciado,0,2026-08-02
481,98,3,no_iniciado,0,2026-08-02
482,98,4,no_iniciado,0,2026-08-02
483,99,5,completado,100,2026-09-18
484,99,6,no_iniciado,0,2026-06-11
485,99,7,no_iniciado,0,2026-06-11
486,99,8,no_iniciado,0,2026-06-11
487,100,13,completado,100,2026-09-18
488,100,14,en_progreso,71.6,2026-09-21
489,100,15,no_iniciado,0,2026-08-07
490,100,16,no_iniciado,0,2026-08-07
491,101,28,en_progreso,50.37,2026-09-19
492,101,29,no_iniciado,0,2026-09-02
493,101,30,no_iniciado,0,2026-09-02
494,101,31,no_iniciado,0,2026-09-02
495,102,32,completado,100,2026-09-21
496,102,33,en_progreso,31.43,2026-09-21
497,102,34,no_iniciado,0,2026-06-11
498,102,35,no_iniciado,0,2026-06-11
499,102,36,no_iniciado,0,2026-06-11
500,102,37,no_iniciado,0,2026-06-11
501,103,13,completado,100,2026-09-19
502,103,14,en_progreso,70.01,2026-09-21
503,103,15,no_iniciado,0,2026-05-16
504,103,16,no_iniciado,0,2026-05-16
505,104,1,completado,100,2026-09-17
506,104,2,en_progreso,77.73,2026-09-21
507,104,3,no_iniciado,0,2026-05-11
508,104,4,no_iniciado,0,2026-05-11
509,105,9,completado,100,2026-09-17
510,105,10,completado,100,2026-09-18
511,105,11,completado,100,2026-09-21
512,105,12,no_iniciado,0,2026-08-17
513,106,1,completado,100,2026-09-18
514,106,2,en_progreso,59.59,2026-09-21
515,106,3,no_iniciado,0,2026-09-10
516,106,4,no_iniciado,0,2026-09-10
517,107,28,completado,100,2026-09-17
518,107,29,completado,100,2026-09-18
519,107,30,en_progreso,46.78,2026-09-21
520,107,31,no_iniciado,0,2026-08-11
521,108,32,completado,100,2026-09-18
522,108,33,completado,100,2026-09-21
523,108,34,no_iniciado,0,2026-06-05
524,108,35,no_iniciado,0,2026-06-05
525,108,36,no_iniciado,0,2026-06-05
526,108,37,no_iniciado,0,2026-06-05
527,109,17,completado,100,2026-09-20
528,109,18,en_progreso,27.92,2026-09-21
529,109,19,no_iniciado,0,2026-06-06
530,109,20,no_iniciado,0,2026-06-06
531,110,56,completado,100,2026-09-19
532,110,57,en_progreso,10,2026-09-19
533,110,58,no_iniciado,0,2026-04-29
534,110,59,no_iniciado,0,2026-04-29
535,110,60,no_iniciado,0,2026-04-29
536,111,38,completado,100,2026-09-17
537,111,39,completado,100,2026-09-18
538,111,40,completado,100,2026-09-19
539,111,41,en_progreso,83.59,2026-09-21
540,111,42,no_iniciado,0,2026-08-28
541,111,43,no_iniciado,0,2026-08-28
542,112,56,completado,100,2026-09-18
543,112,57,en_progreso,25.41,2026-09-21
544,112,58,no_iniciado,0,2026-08-01
545,112,59,no_iniciado,0,2026-08-01
546,112,60,no_iniciado,0,2026-08-01
547,113,32,en_progreso,25.43,2026-09-18
548,113,33,no_iniciado,0,2026-06-02
549,113,34,no_iniciado,0,2026-06-02
550,113,35,no_iniciado,0,2026-06-02
551,113,36,no_iniciado,0,2026-06-02
552,113,37,no_iniciado,0,2026-06-02
553,114,9,completado,100,2026-09-19
554,114,10,en_progreso,79.5,2026-09-21
555,114,11,no_iniciado,0,2026-08-21
556,114,12,no_iniciado,0,2026-08-21
557,115,17,completado,100,2026-09-20
558,115,18,completado,100,2026-09-21
559,115,19,no_iniciado,0,2026-06-04
560,115,20,no_iniciado,0,2026-06-04
561,116,1,completado,100,2026-09-19
562,116,2,completado,100,2026-09-20
563,116,3,en_progreso,10,2026-09-21
564,116,4,no_iniciado,0,2026-04-30
565,117,56,completado,100,2026-09-19
566,117,57,completado,100,2026-09-20
567,117,58,en_progreso,32.62,2026-09-21
568,117,59,no_iniciado,0,2026-05-09
569,117,60,no_iniciado,0,2026-05-09
570,118,38,completado,100,2026-09-17
571,118,39,completado,100,2026-09-19
572,118,40,completado,100,2026-09-21
573,118,41,no_iniciado,0,2026-07-09
574,118,42,no_iniciado,0,2026-07-09
575,118,43,no_iniciado,0,2026-07-09
576,119,1,en_progreso,69.97,2026-09-20
577,119,2,no_iniciado,0,2026-06-23
578,119,3,no_iniciado,0,2026-06-23
579,119,4,no_iniciado,0,2026-06-23
580,120,21,completado,100,2026-09-17
581,120,22,en_progreso,56.17,2026-09-21
582,120,23,no_iniciado,0,2026-09-06
583,120,24,no_iniciado,0,2026-09-06
584,120,25,no_iniciado,0,2026-09-06
585,120,26,no_iniciado,0,2026-09-06
586,120,27,no_iniciado,0,2026-09-06
587,121,1,completado,100,2026-09-17
588,121,2,completado,100,2026-09-20
589,121,3,en_progreso,10,2026-09-20
590,121,4,no_iniciado,0,2026-07-20
591,122,50,completado,100,2026-09-18
592,122,51,completado,100,2026-09-19
593,122,52,completado,100,2026-09-21
594,122,53,en_progreso,10,2026-09-21
595,122,54,no_iniciado,0,2026-05-09
596,122,55,no_iniciado,0,2026-05-09
597,123,32,completado,100,2026-09-18
598,123,33,completado,100,2026-09-21
599,123,34,en_progreso,10,2026-09-21
600,123,35,no_iniciado,0,2026-08-30
601,123,36,no_iniciado,0,2026-08-30
602,123,37,no_iniciado,0,2026-08-30
603,124,38,completado,100,2026-09-17
604,124,39,completado,100,2026-09-20
605,124,40,completado,100,2026-09-21
606,124,41,en_progreso,10,2026-09-21
607,124,42,no_iniciado,0,2026-05-16
608,124,43,no_iniciado,0,2026-05-16
609,125,50,completado,100,2026-09-19
610,125,51,en_progreso,10,2026-09-20
611,125,52,no_iniciado,0,2026-04-21
612,125,53,no_iniciado,0,2026-04-21
613,125,54,no_iniciado,0,2026-04-21
614,125,55,no_iniciado,0,2026-04-21
615,126,1,en_progreso,40.41,2026-09-20
616,126,2,no_iniciado,0,2026-08-04
617,126,3,no_iniciado,0,2026-08-04
618,126,4,no_iniciado,0,2026-08-04
619,127,5,en_progreso,41.89,2026-09-21
620,127,6,no_iniciado,0,2026-05-20
621,127,7,no_iniciado,0,2026-05-20
622,127,8,no_iniciado,0,2026-05-20
623,128,9,completado,100,2026-09-18
624,128,10,completado,100,2026-09-19
625,128,11,en_progreso,10,2026-09-20
626,128,12,no_iniciado,0,2026-07-08
627,129,56,completado,100,2026-09-17
628,129,57,completado,100,2026-09-21
629,129,58,completado,100,2026-09-21
630,129,59,no_iniciado,0,2026-08-24
631,129,60,no_iniciado,0,2026-08-24
632,130,5,completado,100,2026-09-18
633,130,6,en_progreso,20.58,2026-09-21
634,130,7,no_iniciado,0,2026-07-21
635,130,8,no_iniciado,0,2026-07-21
636,131,50,completado,100,2026-09-20
637,131,51,en_progreso,41.43,2026-09-21
638,131,52,no_iniciado,0,2026-07-21
639,131,53,no_iniciado,0,2026-07-21
640,131,54,no_iniciado,0,2026-07-21
641,131,55,no_iniciado,0,2026-07-21
642,132,13,abandonado,25.47,2026-09-17
643,132,14,no_iniciado,0,2026-08-24
644,132,15,no_iniciado,0,2026-08-24
645,132,16,no_iniciado,0,2026-08-24
646,133,5,completado,100,2026-09-20
647,133,6,en_progreso,30.97,2026-09-20
648,133,7,no_iniciado,0,2026-05-28
649,133,8,no_iniciado,0,2026-05-28
650,134,44,completado,100,2026-09-20
